"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0043583","ear development","either",0.05,"shared negative",-0.07853184612915,0.07853184612915,-1.46736862123375,-1.5459004673629,0.252010085008064,0.0395510200156403,"18208/239250/229791/17216/93840/216527/18109/231070/20897/12125/18605/27419/55978/20474/23967/21803/110789/110796/15205/71175/14633/14183/29817/14462/54722/18472/21417/216560/13838/233651/22418/21386/18032/13617/12606/67671/57265/20692/14461/216274/12814/16568/14182/12305/14451/67042/68588/105782/241226/110253/109934/20204/13543/18128/20682","93840/216527/71175/110789/16568/15205/18472/107650/20674/12609/19156/329628/14051/17869/13543/67671/14182/12305/233651/76365/12814/14462/26417/229791/21808/193385/23967/231070/20682/67042/21417/20692/105782/12606/15228/57265/20204/239250/18128/22418/110253/21386/14461/18605/109934/68588/14451/13617/241226","GO:0043583","GO:0043583","GO:0043583","ear development","ear development","ear development",0.938088219290365,0.811017144298926,0.0909699650296318,-1.40284231162391,-0.5985820791561,FALSE,TRUE,FALSE,"20692/29817/15040/15951/14451/18933/20897/19664/241226/12609/110796/20204/22785/76260/27419/16206/18472/14368/216527/17921/26417/14972/21821/54722/16526/55978/329628/16568/14051/14633/12814/15373/24064/16527/218756/65107",-0.07853184612915,2.40545684052412,-2.48398868665326,0.07853184612915,2.40545684052412,2.48398868665326,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0050769","positive regulation of neurogenesis","either",0.05,"shared negative",-0.0696715712138001,0.0696715712138001,-1.50353280593028,-1.57320437714408,0.127969500986959,0.0181973987755171,"18080/213084/20356/21803/71751/56381/17118/69807/12387/15205/17755/233064/23999/235611/21817/11421/83431/76854/56320/18472/224617/140570/13838/20238/12257/22418/70237/13631/20315/216869/330914/20393/17380/75788/328572/14268/21938/14375/20720/67784/19876/13385/16480/13169/268902/13649/11484/20666/20312/76901/18128/108100/14254/20317","58234/26396/15205/98733/18472/68585/20674/13631/140570/18186/17869/17295/22596/20238/66993/68151/18080/213084/70237/328572/330914/75788/14083/16195/235611/18606/12361/20356/21817/11484/104156/12257/12387/67784/17118/15228/13169/76901/13385/18128/22418/20315/20720/14375/16878/665113/16480/11421/56320/108100/268902/20393/17380/19876/14254/20666/20312/20317","GO:0050769","GO:0050769","GO:0050769","positive regulation of neurogenesis","positive regulation of neurogenesis","positive regulation of neurogenesis",1.04932294875766,0.649252859938219,0.187586128641052,-1.73999068773896,-0.892893523565806,FALSE,TRUE,FALSE,"20539/20317/12361/20720/26396/20356/18186/20361/13169/13631/12257/20312/17158/22596/24088/98733/13690/22352/14268/319757/15902/19242/75788/76454/68585/20430/20315/14375/16971/269878/27279/18080/104156/23966/26395/76901/23999/18472/72162/11421/13555/11426/56711/17755/74006/13640/22339/16878/66515/233489/53605/245886/26419/29819/70237/235611/74117",-0.0696715712138001,2.55285575468794,-2.62252732590174,0.0696715712138001,2.55285575468794,2.62252732590174,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0045063","T-helper 1 cell differentiation","either",0.05,"shared negative",-0.0666367404388799,0.0666367404388799,-1.79585284007029,-1.86248958050917,0.183118759309414,0.0323169801131152,"56717/19698/20737/23882/15284/192656/16161/381812/20351/16362/16842/103743","19698/56468/16362/381812/23882/16161/16952/192656/15284/20351/16842/103743","GO:0045063","GO:0045063","GO:0045063","T-helper 1 cell differentiation","T-helper 1 cell differentiation","T-helper 1 cell differentiation",-1.01175341258508,0.719650776053215,-0.142878201938829,-1.49056922900779,-0.737267162813312,FALSE,TRUE,FALSE,"15284/23882",-0.0666367404388799,0.78409942748521,-0.85073616792409,0.0666367404388799,0.78409942748521,0.85073616792409,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0043200","response to amino acid","either",0.05,"shared negative",-0.0648198602924699,0.0648198602924699,-1.64709900890269,-1.71191886919516,0.121891613514597,0.0275669974710311,"20512/12608/22142/56438/75747/13435/14811/21417/17025/15499/13433/11898/217124/12825/94216/67579/328572/74370/12833/12842/110213/107581/13649/15165/12843/18104/108100/20296/14799","94216/328572/14811/22433/75747/56438/20512/22142/15499/18104/217124/74370/21417/54635/12825/110213/15165/12842/12833/107581/108100/12843/11898/20296/14799","GO:0043200","GO:0043200","GO:0043200","response to amino acid","response to amino acid","response to amino acid",1.66213892822396,0.038136374751926,1.41866059341021,-1.55961053359584,-0.914026174034015,TRUE,TRUE,FALSE,"20539/12842/20512/12843/12826/12833/232087/14799/22142/107581/107045/12832/12048/12825/76630/230784/14870/11898/17392/56876/68441/74370/66586/15499/16819/17025/18595/28185/14629/17874/28253",-0.0648198602924699,3.30923793712665,-3.37405779741912,0.0648198602924699,3.30923793712665,3.37405779741912,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0021889","olfactory bulb interneuron differentiation","either",0.05,"shared negative",-0.06153422285504,0.06153422285504,-1.74243481529931,-1.80396903815435,0.177934342744654,0.0336160140846247,"22418/14182/107503/19876/268902","14182/20563/107503/22418/268902/19876","GO:0021889","GO:0021889","GO:0021889","olfactory bulb interneuron differentiation","olfactory bulb interneuron differentiation","olfactory bulb interneuron differentiation",1.66593742389372,0.15674400686257,0.804809055513345,-1.47345378297496,-0.749740221533499,FALSE,TRUE,FALSE,"20563",-0.06153422285504,3.40837223919303,-3.46990646204807,0.06153422285504,3.40837223919303,3.46990646204807,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0040013","negative regulation of locomotion","either",0.05,"shared negative",-0.05209418177369,0.05209418177369,-1.5864562648145,-1.63855044658819,0.0526727049135714,0.00639208142308122,"12928/114715/23790/217835/18591/11819/11490/16149/20356/269003/14673/64652/21803/22003/17342/118453/14674/192662/66082/15184/14462/17260/17470/100952/110532/56320/76041/50724/380916/18133/13838/17965/22418/20848/19271/21857/66214/56218/20315/50768/77044/114886/17886/20346/78771/16600/12825/18846/353156/12552/105844/68713/19876/18003/18015/16480/268902/21930/109934/77569/20312/18128/19274/16009/20296/246707/20317","105352/16149/64652/70771/65970/66082/11819/211770/12389/18645/14173/20187/18186/242253/18015/14102/17342/11490/77044/14673/114715/14766/56218/15184/72881/20563/14083/192662/14462/21838/17886/16600/21930/193385/20356/20848/76041/240725/17470/22003/259302/18846/18787/237542/20440/66214/16009/114886/18003/12825/11857/17260/19274/100952/18128/22418/20315/78771/18133/17965/353156/246707/21857/68713/12552/16480/56320/109934/268902/19876/77569/20296/20312/20317","GO:0040013","GO:0040013","GO:0040013","negative regulation of locomotion","negative regulation of locomotion","negative regulation of locomotion",1.29004719128399,0.234897630395819,0.629121364283317,-2.1943577015649,-1.27841437864509,FALSE,TRUE,FALSE,"12552/20563/20317/69550/11819/20684/18846/20356/11815/21838/14609/20346/18186/21857/19664/29876/16600/23892/22240/16009/71228/19270/12825/21814/14673/20312/78771/11651/14870/23988/72065/14739/108155/19242/20855/242608/23789/14026/76893/11792/20315/18003/53614/16971/70420/18795",-0.05209418177369,2.87650345609849,-2.92859763787218,0.05209418177369,2.87650345609849,2.92859763787218,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0090596","sensory organ morphogenesis","either",0.05,"shared negative",-0.0484226265457099,0.0484226265457099,-1.45536368442845,-1.50378631097416,0.258161699637245,0.0495696314160349,"330222/12387/110796/81896/71175/14633/14183/14462/18129/21417/216560/17150/22418/20848/21386/13617/14119/20481/67671/57265/20692/14461/12831/216274/12814/14182/57810/19411/14451/18015/15165/68588/105782/20666/241226/110253/109934/20204/13543/18128/19274/11826/23965/20682/14254/216616","14051/18015/17869/13543/67671/14119/11826/14182/76365/12814/14462/21838/26417/59058/18129/193385/22160/23967/20848/12831/231070/17986/20682/225998/21417/20692/12387/105782/15228/57265/20204/239250/19411/19274/18128/22418/110253/15165/21386/14461/18605/109934/68588/14254/20666/14451/23965/17150/13617/241226","GO:0090596","GO:0090596","GO:0090596","sensory organ morphogenesis","sensory organ morphogenesis","sensory organ morphogenesis",-1.02586198061943,0.681158535344284,-0.166751797026617,-1.30478431035806,-0.588108188367062,FALSE,TRUE,FALSE,"72999/26413/20682/93840/17268/320790/224224/224796/216274/100503041/18015/67463/20687/15312/12803/21385/18591/73750/14634/100169/231070/110380/259172/13836/14184/26564/20471/21417/13614/70300/16973/387609/14561/20683/110279/320398/102774/19274/15258/18423/58235/108841/14048/18124/26941/97031/14367/380614/17920/14461/20474/17910/20666/12159/69743/14254",-0.0484226265457099,0.42950170380902,-0.47792433035473,0.0484226265457099,0.42950170380902,0.47792433035473,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0009410","response to xenobiotic stimulus","either",0.05,"shared negative",-0.04720024393738,0.04720024393738,-1.62676578331627,-1.67396602725365,0.0451519277102368,0.00299570292638361,"19361/16398/27973/56615/21423/22210/19299/67702/22341/14118/22433/14673/57138/11655/18618/21803/19366/14629/17101/12387/99586/14281/20512/74134/17755/68021/15184/14462/216964/27364/17260/14860/13435/12578/14811/17711/12359/11761/17025/71111/54611/13433/217337/11303/12257/12038/14863/68312/170472/22059/18984/11898/14362/18673/56208/105787/12894/237823/104184/20787/217124/667034/22631/328572/74370/12833/11864/17967/16948/12494/18439/12842/17395/11622/14923/14463/13110/11669/56448/75409/14862/19274/210274/18104/269823/20296/14799","13433/11303/14860/106042/21423/11655/16398/12894/27364/14281/27973/17220/17869/12443/13435/56615/18577/104184/14866/14673/12578/328572/15107/56208/15184/14811/217337/74134/20787/67702/22433/18673/14462/11761/67041/20512/170472/18618/19299/18104/14865/105787/210274/217124/667034/74370/12257/99586/16948/269823/237823/218397/12038/12387/17395/18787/71111/14863/17260/11864/68312/19274/14923/18439/18984/11669/22631/12842/12833/14862/11622/12494/54611/68021/56448/14362/17967/75409/11898/20296/13110/14799","GO:0009410","GO:0009410","GO:0009410","response to xenobiotic stimulus","response to xenobiotic stimulus","response to xenobiotic stimulus",1.25043323837554,0.330376187943385,0.480991262251972,-2.52350125633613,-1.34532370324534,FALSE,TRUE,TRUE,"12842/20512/74155/14362/243853/14118/12833/14873/14799/11864/22059/12567/74114/20787/17250/20509/21423/12257/14673/13629/14870/11898/67768/14923/12972/67603/218397/16948/12554/107589/74370/18578/113868/18484/108737/12443/69719/16819/68312/17025/22631/78894/279766/67512/14629/19645/28253/18618/68021/67702/269823/208727/18754/13555/18024/14869/17755/11810/18104/18669/15288/15107/21813/13797/14630/103213/11350/394435/13078/15551/16818/11303/14281/18671/14863/15183/16527/104184/19299",-0.04720024393738,2.87719902169181,-2.92439926562919,0.04720024393738,2.87719902169181,2.92439926562919,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0097485","neuron projection guidance","either",0.05,"shared negative",-0.0425963555581601,0.0425963555581601,-1.73180144822605,-1.77439780378421,0.0451519277102368,0.00342745757093311,"14042/13924/13637/13841/13838/18209/235472/22418/12569/77579/319504/19271/13617/18844/20315/223435/73710/20346/20564/237847/18846/16564/11876/108699/20351/13845/17967/107449/14432/19876/14451/268902/226251/107448/18612/17181/22253/18128/19274/23965/13723","223435/18186/13639/75847/13638/11735/11820/11785/12569/53328/20563/13924/12399/14462/21808/29869/18612/18209/20266/20356/11658/17986/16564/13845/16392/71436/18846/18844/13641/20564/237847/15228/14432/14042/17260/19274/18128/12167/20358/22418/20315/226251/73710/20351/13841/13723/108699/11876/268902/19876/14451/17967/23965/17181/107449/13617/22253","GO:0097485","GO:0097485","GO:0097485","neuron projection guidance","neuron projection guidance","neuron projection guidance",1.17456829698631,0.477837368877672,0.320719889615945,-2.46502791270874,-1.34532370324534,FALSE,TRUE,TRUE,"20563/14451/20564/14432/18846/11603/107449/399558/20356/11658/17181/20346/18186/29869/20361/14251/12568/12167/13848/319757/76260/13866/22323/14026/20430/20315/16971/22152/269878/23966/11820/23965/16911/11876/16773/13639/11735/13640/22339/14009/108655/226519/18612",-0.0425963555581601,2.90636974521236,-2.94896610077052,0.0425963555581601,2.90636974521236,2.94896610077052,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001101","response to acid chemical","either",0.05,"shared negative",0.04011723801518,0.04011723801518,-1.6982818072563,-1.65816456924112,0.0768489790097497,0.0281959120377194,"20512/12608/22142/56438/75747/13435/14811/20469/21417/17025/15499/13433/11898/217124/12825/18810/94216/67579/328572/74370/12833/16598/12842/110213/107581/13649/15165/12843/18104/108100/20296/14799","94216/328572/14811/18810/22433/75747/56438/20512/22142/15499/18104/217124/74370/21417/54635/12825/110213/15165/12842/12833/107581/108100/12843/11898/20296/14799","GO:0001101","GO:0001101","GO:0001101","response to acid chemical","response to acid chemical","response to acid chemical",1.62156780275321,0.0619907370766268,1.20767319980896,-1.54981385296275,-1.1143618980195,FALSE,TRUE,FALSE,"20539/12842/20512/12843/12826/12833/232087/14799/22142/107581/107045/18764/12832/12048/12825/76630/230784/14870/11898/17392/56876/68441/74370/66586/15499/16819/17025/18595/28185/14629/17874/28253",0.04011723801518,3.31984961000951,-3.27973237199433,0.04011723801518,3.31984961000951,3.27973237199433,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0061037","negative regulation of cartilage development","either",0.05,"shared negative",-0.0323894813566599,0.0323894813566599,-1.78392747026415,-1.81631695162081,0.212243518740099,0.0444267161144663,"22402/19411/19401/239337/210719/20682/216616","21808/16998/20682/76566/12387/19411/210719/22402/239337","GO:0061037","GO:0061037","GO:0061037","negative regulation of cartilage development","negative regulation of cartilage development","negative regulation of cartilage development",0.691253585379369,0.955605903470283,0.0197211759620838,-1.35235578727847,-0.673165562890312,FALSE,TRUE,FALSE,"23892/16998/13038/239337",-0.0323894813566599,2.47518105564352,-2.50757053700018,0.0323894813566599,2.47518105564352,2.50757053700018,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0048268","clathrin coat assembly","either",0.05,"shared negative",0.0275425042569202,0.0275425042569202,-1.89374924382637,-1.86620673956945,0.0822769542435047,0.0323169801131152,"29816/216705/20975/71770/215114/13132/11764/67300/14457/13429","71770/67300/216705/29816/11764/20975/14457/13132/13429/215114","GO:0048268","GO:0048268","GO:0048268","clathrin coat assembly","clathrin coat assembly","clathrin coat assembly",-0.73109022460653,0.931054365049736,-0.0310249594571337,-1.49056922900779,-1.08472179354175,FALSE,TRUE,FALSE,"12757/67300",0.0275425042569202,1.16265901921984,-1.13511651496292,0.0275425042569202,1.16265901921984,1.13511651496292,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007411","axon guidance","either",0.05,"shared negative",-0.0268336544588501,0.0268336544588501,-1.71817680480379,-1.74501045926264,0.0451519277102368,0.00550657495726987,"22422/14042/13924/13637/13841/13838/18209/235472/22418/12569/77579/319504/19271/13617/20315/223435/73710/20346/20564/237847/18846/16564/11876/108699/20351/13845/17967/107449/14432/19876/14451/268902/226251/107448/18612/17181/22253/18128/19274/23965/13723","223435/18186/13639/75847/13638/11735/11820/11785/12569/53328/20563/13924/12399/14462/21808/29869/18612/18209/20266/20356/11658/17986/16564/13845/16392/71436/18846/13641/20564/237847/15228/14432/14042/17260/19274/18128/12167/20358/22418/20315/226251/73710/20351/13841/13723/108699/11876/268902/19876/14451/17967/23965/17181/107449/13617/22253","GO:0007411","GO:0007411","GO:0007411","axon guidance","axon guidance","axon guidance",1.17896291965567,0.469194968771086,0.32864665351872,-2.25911844464389,-1.34532370324534,FALSE,TRUE,TRUE,"20563/14451/20564/14432/18846/11603/107449/399558/20356/11658/17181/20346/18186/29869/20361/14251/12568/12167/13848/319757/76260/13866/22323/14026/20430/20315/16971/22152/269878/23966/11820/23965/16911/11876/16773/13639/11735/13640/22339/14009/108655/226519/18612",-0.0268336544588501,2.89713972445946,-2.92397337891831,0.0268336544588501,2.89713972445946,2.92397337891831,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0071230","cellular response to amino acid stimulus","either",0.05,"shared negative",-0.0225005887804299,0.0225005887804299,-1.66272361172899,-1.68522420050942,0.152403274777865,0.0449128388992967,"12608/56438/75747/13435/14811/21417/15499/13433/11898/12825/94216/67579/328572/74370/12833/12842/107581/13649/12843/108100/14799","13433/11977/83409/13435/94216/328572/14811/22433/75747/56438/15499/74370/21417/54635/12825/12842/12833/107581/108100/12843/11898/14799","GO:0071230","GO:0071230","GO:0071230","cellular response to amino acid stimulus","cellular response to amino acid stimulus","cellular response to amino acid stimulus",1.65623571309934,0.0559419806966024,1.25226216094668,-1.34762949271434,-0.817005700957861,FALSE,TRUE,FALSE,"20539/12842/12843/12826/12833/232087/14799/107581/107045/12832/12048/12825/76630/230784/11898/17392/56876/68441/74370",-0.0225005887804299,3.31895932482833,-3.34145991360876,0.0225005887804299,3.31895932482833,3.34145991360876,"mixed or incomplete"
