"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","Mitochondrial protein degradation","Mitochondrial protein degradation","either",0.05,"shared positive",-0.60015016208017,0.60015016208017,1.83831562165218,1.23816545957201,0.00623976343435865,0.249443140855608,"56454/228026/20917/381314/14194/108037/51798/14661/66885/66904/11740/74142/13171/53895/171210/64704/110446/26897/269951/234847/11820/18597/107029/15510/68646/56282/15107/381760/66865/118451","4513/4508/4512/293/4535/4540/51142/55173/539/7019/27089/4536/10965/8801/64983","R-HSA-9837999","R-MMU-9837999","Mitochondrial protein degradation","Mitochondrial protein degradation",0.603028433715243,2.20483187523748,FALSE,TRUE,-0.60015016208017,0.60015016208017,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Platelet sensitization by LDL","Platelet sensitization by LDL","either",0.05,"shared negative",-0.59654419983117,0.59654419983117,-1.31598404243624,-1.91252824226741,0.496008181578253,0.00785024028824519,"16975/21770/26932","2268/338/5528/5518/7804/5777/5526/5519/5321/5515/5525","R-HSA-432142","R-MMU-432142","Platelet sensitization by LDL","Platelet sensitization by LDL",-2.10511704971821,-0.3045111598304,TRUE,FALSE,-0.59654419983117,0.59654419983117,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","either",0.05,"shared negative",-0.59222623958684,0.59222623958684,-1.02512034898782,-1.61734658857466,0.786069703101127,0.00957189337110634,"22034/14171/211323/21770/18590/26932/14388/74769/384783/18710/16367/117150","3084/4254/5528/5518/2255/2534/5159/2260/5526/5519/2099/6714/5295/8395/5290/5515/9173/2263/5525/5595/5156/3082/2252","R-HSA-6811558","R-MMU-6811558","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",-2.01900214798151,-0.104538942090347,TRUE,FALSE,-0.59222623958684,0.59222623958684,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","APC/C-mediated degradation of cell cycle proteins","APC/C-mediated degradation of cell cycle proteins","either",0.05,"shared negative",-0.58266474892167,0.58266474892167,-1.06935195128551,-1.65201670020718,0.688128591954023,0.0126545435531518,"107995/12237/57296/12566/22190/268697/12534/12428/18005/229776/12236/20878","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/8454/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-174143","R-MMU-174143","APC/C-mediated degradation of cell cycle proteins","APC/C-mediated degradation of cell cycle proteins",-1.89775351513809,-0.162330396709801,TRUE,FALSE,-0.58266474892167,0.58266474892167,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of mitotic cell cycle","Regulation of mitotic cell cycle","either",0.05,"shared negative",-0.58266474892167,0.58266474892167,-1.06935195128551,-1.65201670020718,0.688128591954023,0.0126545435531518,"107995/12237/57296/12566/22190/268697/12534/12428/18005/229776/12236/20878","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/8454/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-453276","R-MMU-453276","Regulation of mitotic cell cycle","Regulation of mitotic cell cycle",-1.89775351513809,-0.162330396709801,TRUE,FALSE,-0.58266474892167,0.58266474892167,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","either",0.05,"shared positive",-0.56344277853839,0.56344277853839,2.00496230671976,1.44151952818137,0.000620527189247212,0.0771690742298239,"13685/27207/27979/27050/27370/54709/20091/13681/18458/20085/67427/20103/16898/73830/16341/16785/208643/20102/100043813/55944/20090/68052/20116/66085/20104/67097/20084/98221/75617/75705/53356/22384/20115/76846/54127/57294/67204","6187/6228/3921/6218/6231/6230/6224/6232/8665/6189/6233/6201/6235/6210/6204/1968/6234/6205/7458/1964/8666","R-HSA-72662","R-MMU-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",1.11255670979658,3.20723918454183,FALSE,TRUE,-0.56344277853839,0.56344277853839,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","either",0.05,"shared negative",-0.54765776255671,0.54765776255671,-1.22552518843409,-1.7731829509908,0.593290135045116,0.0120850641938383,"16440/22063/20866/234779","801/4690/27071/2534/30011/29760/5777/5295/3710/10768/3708","R-HSA-983695","R-MMU-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",-1.9177510383506,-0.226732872850965,TRUE,FALSE,-0.54765776255671,0.54765776255671,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Autophagy","Autophagy","either",0.05,"shared negative",-0.54339968330539,0.54339968330539,-1.03271202589236,-1.57611170919775,0.723492962056304,0.00535724481180101,"75669/68953/68146/11793/100756/13424/268706/67952/19305/108099/22186/66371/68942/666468/22195/93765/56480/13001/108079/64930/93739/22190/68097/71648/78610/54170/19079/17966/57436/67443/68118/100504663/67526/56486/56692/52187","23710/7846/51143/7419/55054/51160/140735/4077/7280/389541/7323/89849/8649/128866/27243/7334/8897/29110/9868/64419/84557/55669/1460/401505/9821/65018/55626/139341/5571/53632/5830/7251/84749/8878/123/79643/7322/80086/55062/7431/7405/28956/5562/8678/10382/6714/10670/1080/347688/64121/55004/7415/11337/7277","R-HSA-9612973","R-MMU-9612973","Autophagy","Autophagy",-2.27105850707404,-0.140565689223558,TRUE,FALSE,-0.54339968330539,0.54339968330539,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Collagen formation","Collagen formation","either",0.05,"shared positive",-0.5418443518218,0.5418443518218,2.00461998208852,1.46277563026672,0.00105920190021089,0.043058971961814,"12843/14789/12826/12833/12834/56693/107581/16949/18542/12832/12825/12827/16950/234407/210530/216725/12816/18822/17392/16948/12837/69675/19035/13039/26432/17386/94352","1282/1294/1284/1301/1293/1292/7837/4017/1291/1514/1288/1306/85301/1287/80781/1508/1299/1295","R-HSA-1474290","R-MMU-1474290","Collagen formation","Collagen formation",1.36593634322226,2.97502124877828,TRUE,TRUE,-0.5418443518218,0.5418443518218,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Translation initiation complex formation","Translation initiation complex formation","either",0.05,"shared positive",-0.52869265018543,0.52869265018543,1.98748418898882,1.45879153880339,0.00232260284671479,0.0655448667597443,"27207/27979/27050/27370/54709/20091/13681/18458/20085/67427/20103/16898/73830/16341/16785/208643/20102/100043813/55944/20090/68052/20116/66085/20104/67097/20084/98221/75617/75705/53356/22384/20115/76846/54127/57294/67204","6187/6228/3921/6218/6231/6230/6224/6232/8665/6189/6233/6201/6235/6210/6204/1968/6234/6205/7458/1964/8666","R-HSA-72649","R-MMU-72649","Translation initiation complex formation","Translation initiation complex formation",1.18346131503739,2.63402504600094,FALSE,TRUE,-0.52869265018543,0.52869265018543,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Post-translational protein phosphorylation","Post-translational protein phosphorylation","either",0.05,"shared positive",-0.52428219791709,0.52428219791709,1.97988389541629,1.4556016974992,0.000523746783169583,0.0493226202791163,"29817/12870/74761/12266/20750/16010/71898/14118/56453/19672/66940/14314/21923/21857/16009/20856/223672/208659/22393/268977/15529/382014/14268/12977/20254/80752/83453/12268","8614/10618/3371/3486/7076/3895/1471/51280/3488/3912/11098/5589/84141/51246/2621/56975/2519/11167/3913/4240/10970/3915/10272/1114/7425","R-HSA-8957275","R-MMU-8957275","Post-translational protein phosphorylation","Post-translational protein phosphorylation",1.30695385943776,3.28087863143565,TRUE,TRUE,-0.52428219791709,0.52428219791709,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Interferon Signaling","Interferon Signaling","either",0.05,"shared positive",-0.52333255824168,0.52333255824168,1.75552651498341,1.23219395674173,0.00363018354294996,0.166132878452943,"99899/24110/100038882/230073/14469/16391/74153/22142/22059/67951/17999/22143/18148/13681/19106/227613/13690/230861/14272/217069/22146/22152/56791/26987/12702/72775/231655/14088/67030/208643/108058/26417/100040608","10762/4869/3133/57506/9883/3609/201254/3454/6672/567/3460/55746/5610/2175/2635/4502/5371/10475/3304/85363/10561/7297/2189/23636/199990/11097/5770/3106/10346/6773/960/3608/2342/9830/348995/2176/3838/55223/6233/3459","R-HSA-913531","R-MMU-913531","Interferon Signaling","Interferon Signaling",0.779544410187614,2.44007141637568,FALSE,TRUE,-0.52333255824168,0.52333255824168,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","either",0.05,"shared positive",0.50936746843122,0.50936746843122,1.68465972251526,2.19402719094648,0.0160429571056766,3.00025431777445e-07,"27207/27050/27370/20091/68028/18458/26961/20085/67427/20103/27367/19934/16898/268449/68092/76808/270106/67031/56040/14852/67115/269261/16785/208643/20102/67281/19981/67891/11837/100043813/52830/20090/19944/68052/20116/19982/20104/67097/100502825/22121/19943/20084/100503670/75617/67025/66480/19942/229512/192170/19988/20115/76846/54127/66441/20005/57294","6187/6130/6128/6228/6146/3921/6159/6129/6171/116832/6133/6218/6231/6230/6136/6224/6144/23521/6232/51121/6124/9045/6158/10921/6189/6122/6233/6201/6170/65110/6173/6235/6210/6204/9939/6234/55629/6205/6137/6141/22916","R-HSA-975957","R-MMU-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",6.52284193057206,1.79471557767836,TRUE,TRUE,0.50936746843122,0.50936746843122,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Nonsense-Mediated Decay (NMD)","Nonsense-Mediated Decay (NMD)","either",0.05,"shared positive",0.50936746843122,0.50936746843122,1.68465972251526,2.19402719094648,0.0160429571056766,3.00025431777445e-07,"27207/27050/27370/20091/68028/18458/26961/20085/67427/20103/27367/19934/16898/268449/68092/76808/270106/67031/56040/14852/67115/269261/16785/208643/20102/67281/19981/67891/11837/100043813/52830/20090/19944/68052/20116/19982/20104/67097/100502825/22121/19943/20084/100503670/75617/67025/66480/19942/229512/192170/19988/20115/76846/54127/66441/20005/57294","6187/6130/6128/6228/6146/3921/6159/6129/6171/116832/6133/6218/6231/6230/6136/6224/6144/23521/6232/51121/6124/9045/6158/10921/6189/6122/6233/6201/6170/65110/6173/6235/6210/6204/9939/6234/55629/6205/6137/6141/22916","R-HSA-927802","R-MMU-927802","Nonsense-Mediated Decay (NMD)","Nonsense-Mediated Decay (NMD)",6.52284193057206,1.79471557767836,TRUE,TRUE,0.50936746843122,0.50936746843122,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Collagen biosynthesis and modifying enzymes","Collagen biosynthesis and modifying enzymes","either",0.05,"shared positive",-0.49636490613953,0.49636490613953,1.93894623571067,1.44258132957114,0.00545034000170317,0.0780253288939984,"12843/14789/12826/12833/12834/56693/107581/18542/12832/12825/12827/234407/210530/216725/12816/18822","1282/1294/1284/1301/1293/1292/1291/1288/1306/85301/1287/80781/1299/1295","R-HSA-1650814","R-MMU-1650814","Collagen biosynthesis and modifying enzymes","Collagen biosynthesis and modifying enzymes",1.10776439201159,2.26357640483203,FALSE,TRUE,-0.49636490613953,0.49636490613953,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Collagen chain trimerization","Collagen chain trimerization","either",0.05,"shared positive",0.48914603647813,0.48914603647813,1.19868271722678,1.68782875370491,0.629621552010635,0.0185245091749325,"12833/12834/107581/12832/12825/12816/12837","1282/1294/1284/1301/1293/1292/1291/1288/1306/85301/1287/80781/1299/1295","R-HSA-8948216","R-MMU-8948216","Collagen chain trimerization","Collagen chain trimerization",1.7322532902551,0.200920414449666,TRUE,FALSE,0.48914603647813,0.48914603647813,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","NCAM1 interactions","NCAM1 interactions","either",0.05,"shared positive",-0.48041162544245,0.48041162544245,1.8564007146857,1.37598908924325,0.0231770015780794,0.188533857038492,"12826/12833/12834/12832/12825/12827","1282/1284/1293/1292/1291/375790/8912/1287/1299","R-HSA-419037","R-MMU-419037","NCAM1 interactions","NCAM1 interactions",0.724610647555583,1.63494274966336,FALSE,TRUE,-0.48041162544245,0.48041162544245,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","rRNA processing","rRNA processing","either",0.05,"shared positive",0.47403628818337,0.47403628818337,1.84266637777755,2.31670266596092,0.000253224367426817,1.17833333333333e-08,"27207/213773/12181/27050/27370/20091/68028/57315/225348/26961/20085/67427/20103/57750/72515/27367/19934/16898/73674/53414/268449/76808/229504/59028/270106/67134/56040/67115/269261/27966/66138/16785/20102/67281/19981/67891/216156/215193/11837/100043813/20090/19944/17975/56200/68052/269470/20116/102462/19982/20104/67097/100502825/208366/74778/22121/74035/75273/19943/110816/66249/20084/100503670/56095/75617/67025/24128/104662/30877/66480/208144/104318/19942/55989/19988/20115/76846/54127/14791/20005/57294/100608/110954/67053/57316/19989/76130/230082/67941/67248/64934","6187/6130/6128/6228/6146/3921/6159/6129/6171/29960/116832/6133/51504/114049/6218/6231/6230/6136/6224/81554/25926/27341/54913/6144/51335/81875/23521/6232/79707/51121/6124/285367/9045/6158/55720/60528/6189/11102/26995/6122/9692/1736/6233/6201/6170/10813/22868/6173/6235/6210/88745/51077/26354/6204/55127/10200/28987/10438/84946/6234/55623/115939/55505/6205/92856/6137/6141/79050/9790/79922/9277/27042/6139/1454/6142/130916/10969/10528/55178/11056/51388/65083/6138/55226/6191/6194/9188/79159/22984/10799/10199","R-HSA-72312","R-MMU-72312","rRNA processing","rRNA processing",7.92873183658675,3.59649450509302,TRUE,TRUE,0.47403628818337,0.47403628818337,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Metabolism of amino acids and derivatives","Metabolism of amino acids and derivatives","either",0.05,"shared positive",-0.47023603840906,0.47023603840906,1.62226986422942,1.15203382582036,0.0160976196444126,0.278225286875969,"107869/20539/108682/56454/100678/12041/192166/26943/66811/110695/18263/26444/14874/14661/76238/12035/17254/11898/66885/236539/27053/107272/14431/228608/59029/13171/20810/93747/78038","6187/6130/6128/6228/6146/3921/6159/6129/6171/116832/6133/6611/6218/586/6231/6230/6136/6224/6144/23521/6232/51121/6124/9060/9045/57407/4548/5831/57494/8140/6158/3712/6189/125061/58478/6122/144193/79048/10157/2653/6233/6201/6170/23408/6173/6235/55526/875/6210/56267/29920","R-HSA-71291","R-MMU-71291","Metabolism of amino acids and derivatives","Metabolism of amino acids and derivatives",0.555603401117415,1.79323833836101,FALSE,TRUE,-0.47023603840906,0.47023603840906,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","Golgi-to-ER retrograde transport","Golgi-to-ER retrograde transport","either",0.05,"shared negative",-0.45192947062352,0.45192947062352,-1.23958680520519,-1.69151627582871,0.362048372648552,0.00245307507811977,"66676/26951/26934/16569/56334/19346/226407/70349/16561/76895/228421/16571/16572/53598/16573/100502766/107338/16551/98732/11842/229841/110033/68097/59288/19324/108123/16580/19348/240641/16554/16564/70218/17957","5048/5861/372/89953/3796/55860/3797/23046/10540/1315/23299/11127/55614/10121/80086/830/51226/26958/10749/10382/22931/23095/9276/347688/381/1314/832/147700/22920/5321/8398/285643/55605/7277","R-HSA-8856688","R-MMU-8856688","Golgi-to-ER retrograde transport","Golgi-to-ER retrograde transport",-2.61028915969653,-0.441233400265565,TRUE,FALSE,-0.45192947062352,0.45192947062352,"shared negative"
"human KD vs control vs mouse KD vs control","Reactome","Ribosome-associated quality control","Ribosome-associated quality control","either",0.05,"shared positive",-0.45049944584849,0.45049944584849,1.98297419952164,1.53247475367315,6.9895883189116e-05,0.0253056946306909,"27207/26444/27050/27370/20091/66855/68028/26961/20085/67427/20103/59029/27367/19934/16898/268449/75452/76808/270106/216080/56040/67115/269261/16785/20102/67281/19181/77987/19981/67891/11837/67673/100043813/20090/19944/68052/20116/19982/20104/19167/67097/100502825/71745/19173/22121/67089/19943/20084/100503670/75617/67025/17463/66480/56550/66105/19942/22123/19988/20115/76846/54127/20005/26441/57294/19170/70247/78294/213753/110954/19989","6187/6130/6128/6228/6146/3921/6159/6129/6171/116832/6133/6218/6231/6230/6136/6224/6144/23521/6232/51121/6124/9045/6158/6189/6122/6233/6201/6170/6173/6235/6210/6204/6921/6234","R-HSA-9948299","R-MMU-9948299","Ribosome-associated quality control","Ribosome-associated quality control",1.59678173699042,4.15554840309412,TRUE,TRUE,-0.45049944584849,0.45049944584849,"shared positive"
"human KD vs control vs mouse KD vs control","Reactome","PKMTs methylate histone lysines","PKMTs methylate histone lysines","either",0.05,"shared negative",-0.43483306489343,0.43483306489343,-1.33285798877483,-1.76769105366826,0.356479690522244,0.00919145504794795,"54343/140858/233904/75410/235626/213464/14056/14013/208266/213389/69726/192195/234135","29072/8294/5928/64324/8359/6839/5929/8355/8726/333932/64754/8362/4297/8368/8363/55870/8085/79918/653604/9869/84661/4791/4790/5931/121536/23512/10919","R-HSA-3214841","R-MMU-3214841","PKMTs methylate histone lysines","PKMTs methylate histone lysines",-2.03661573243606,-0.447965207874868,TRUE,FALSE,-0.43483306489343,0.43483306489343,"shared negative"
